#index RAdeg DECdeg dist V-J specind HIPindex Vmag HIPmag Jmag Hmag Kmag MV B-V HIPV-I V-I Teff SpT Blum HZseparcsec HZcontrast mass FLAG(SUPERBLINK) FLAG(2MASSCNS3) FLAG(CNS3) FLAG(HIPS) FLAG(HIPD) FLAG(RECONS) name
8618 257.542786 -60.730206 13.622123 1.686000 6.000000 83990 7.380000 7.521900 5.694000 5.204000 5.091000 6.708776 0.889000 0.980000 0.980000 4954.131348 6.237334 0.253114 0.036933 6.87436e-10 0.835066 0 1 0 1 0 0 Gl656
8620 349.772949 -60.520557 19.398642 2.188000 6.700000 115123 8.930000 9.049700 6.742000 6.193000 6.035000 7.491144 1.154000 1.250000 1.250000 4484.911133 6.507545 0.160756 0.020669 1.08239e-09 0.746228 0 1 0 1 0 0 GJ1283
8621 81.914696 -60.415768 19.201229 1.286000 5.500000 25544 6.990000 7.134000 5.704000 5.342000 5.200000 5.573355 0.755000 0.790000 0.790000 5472.442871 5.811705 0.612253 0.040751 2.84196e-10 0.936489 0 1 0 1 0 0 Gl204.1
8622 119.442932 -60.303360 16.204828 0.798000 5.200000 38908 5.590000 5.711200 4.792000 4.360000 4.242000 4.541778 0.573000 0.650000 0.650000 5985.130371 4.954870 1.458423 0.074524 1.19307e-10 1.11257 0 1 0 1 0 0 Gl294A
8624 29.133205 -60.227100 19.936205 2.044000 6.500000 9044 8.610000 8.736800 6.566000 5.990000 5.888000 7.111787 1.143000 1.240000 1.240000 4575.057617 6.424942 0.215114 0.023264 8.08873e-10 0.772517 0 1 0 1 0 0 Gl81.2
8629 88.517921 -60.023323 12.995452 1.758000 6.300000 27887 7.170000 7.292000 5.412000 4.968000 4.793000 6.601043 0.935000 0.980000 0.980000 4856.515625 6.279776 0.291799 0.041567 5.963e-10 0.81809 0 1 0 1 0 0 GJ2046
8636 214.772308 -59.377068 11.798018 1.684000 6.300000 69972 6.660000 6.801400 4.976000 4.671000 4.332000 6.300955 1.016000 1.020000 1.020000 4905.080566 6.258661 0.376555 0.052012 4.62084e-10 0.826536 0 1 0 1 0 0 Gl542
8637 64.121178 -59.301750 18.238192 2.066000 6.200000 19921 4.440000 4.597700 2.374000 1.814000 1.745000 3.135091 1.078000 1.050000 1.050000 4667.016113 6.368088 7.915757 0.154264 2.19815e-11 0.789574 0 1 0 1 0 0 Gl167.3
8642 198.564285 -59.102859 18.198362 0.964000 4.700000 64583 4.900000 5.008700 3.936000 3.565000 3.611000 3.599838 0.489000 0.560000 0.560000 6166.485352 4.781683 3.417684 0.101586 5.09117e-11 1.1855 0 1 0 1 0 0 Gl503AB
8652 98.460098 -58.530392 16.455488 3.722000 7.000000 31300 11.620000 11.640900 7.898000 7.312000 7.030000 10.538446 1.500000 2.390000 2.390000 3327.458252 7.278428 0.031866 0.010848 5.46035e-09 0.385886 0 1 0 1 0 0 Gl238
8655 39.755009 -58.187229 16.526194 2.892000 7.000000 12351 9.480000 10.077000 6.588000 5.943000 5.757000 8.389135 1.396000 1.520000 1.520000 3940.723389 6.819277 0.106470 0.019744 1.63426e-09 0.616145 0 1 0 1 1 0 GJ1049
8663 326.648743 -57.701202 19.025875 2.524001 6.700000 107522 8.770000 9.568000 6.246000 5.589000 5.425000 7.373277 1.322000 1.580000 1.580000 4060.131104 6.679956 0.246287 0.026084 7.06492e-10 0.652026 0 1 0 1 1 0 Gl836.9A
8664 243.456192 -57.567081 13.886960 1.642000 6.000000 79537 7.530000 7.659600 5.888000 5.395000 5.293000 6.816964 0.815000 0.940000 0.940000 5003.672852 6.215794 0.224163 0.034094 7.76221e-10 0.843682 0 1 0 1 0 0 Gl615
8665 76.377876 -57.472988 11.645511 1.009000 4.700000 23693 4.710000 4.819100 3.701000 3.407000 3.371000 4.379207 0.526000 0.600000 0.600000 6044.981445 4.895472 1.684752 0.111458 1.03279e-10 1.14181 0 1 0 1 0 0 Gl189
8672 330.822662 -56.779804 3.622270 1.786000 6.400000 108870 4.680000 4.831000 2.894000 2.349000 2.237000 6.885096 1.056000 1.150000 1.150000 4620.808105 6.390091 0.220000 0.129488 7.90909e-10 0.77 0 1 0 1 0 1 Gl845
8674 242.428909 -56.445961 14.669209 1.564000 6.300000 79190 7.110000 7.249900 5.546000 5.102000 4.981000 6.277966 0.856000 0.930000 0.930000 5053.709473 6.189454 0.360665 0.040940 4.82442e-10 0.851055 0 1 0 1 0 0 Gl613
8675 24.946846 -56.196442 7.822278 1.717000 6.000000 7751 5.760000 5.904600 4.043000 -100.000000 3.510000 6.293334 0.880000 0.930000 0.930000 5003.672852 6.215794 0.363091 0.077033 4.79218e-10 0.843682 0 1 0 1 0 0 Gl66B
8676 24.948061 -56.193386 8.146640 -100.000000 -100.000000 7751 -100.000000 5.909000 3.573000 -100.000000 3.558000 6.354107 -100.000000 -100.000000 0.944163 5003.672852 6.215794 0.343326 0.071924 5.06807e-10 -100 0 1 0 0 1 0 Gl66A
8697 335.568298 -54.561184 13.531799 2.518000 6.700000 110443 8.980000 9.089400 6.462000 5.842000 5.663000 8.323222 1.329000 1.540000 1.540000 4100.732422 6.666422 0.099277 0.023285 1.75268e-09 0.660146 0 1 0 1 0 0 GJ1267
8706 25.621462 -53.740574 17.433752 0.729000 4.800000 7978 5.520000 5.637800 4.791000 4.399000 4.340000 4.313046 0.551000 0.620000 0.620000 6228.150391 4.713166 1.760794 0.076114 9.88191e-11 1.20605 0 1 0 1 0 0 GJ3109
8712 334.563263 -53.625534 13.785498 0.934000 5.100000 110109 5.360000 5.501500 4.426000 3.925000 3.913000 4.662888 0.614000 0.700000 0.700000 5809.108398 5.170892 1.330701 0.083679 1.30758e-10 1.03455 0 1 0 1 0 0 Gl853AB
8718 62.311020 -53.375114 14.994752 3.842000 7.000000 19394 11.790000 11.858100 7.948000 7.428000 7.135000 10.910303 1.480000 2.500000 2.500000 3294.513184 7.293403 0.024107 0.010355 7.21787e-09 0.367916 0 1 0 1 0 0 Gl163
8720 63.983898 -53.310772 13.044613 2.016000 6.500000 19884 7.640000 7.765500 5.624000 5.098000 4.923000 7.062844 1.115000 1.230000 1.230000 4575.057617 6.424942 0.225033 0.036366 7.73219e-10 0.772517 0 1 0 1 0 0 Gl167
8724 310.577942 -52.696671 12.149192 2.556000 6.700000 102186 8.830000 8.925400 6.274000 5.665000 5.474000 8.407263 1.324000 1.590000 1.590000 4060.131104 6.679956 0.095027 0.025373 1.83106e-09 0.652026 0 1 0 1 0 0 Gl798
8729 196.242615 -52.440990 15.865461 2.612000 6.800000 63833 9.050000 9.160600 6.438000 5.835000 5.637000 8.047737 1.362000 1.650000 1.650000 3980.130615 6.749673 0.141015 0.023669 1.23391e-09 0.630065 0 1 0 1 0 0 Gl496.1
8736 266.036316 -51.833588 15.511090 0.962000 5.500000 86796 5.120000 5.258500 4.158000 3.724000 3.683000 4.166788 0.694000 0.710000 0.710000 5809.108398 5.170892 2.101457 0.093458 8.27997e-11 1.03455 0 1 0 1 0 0 Gl691
8743 28.986801 -51.609589 17.850767 1.413000 5.500000 9007 3.690000 3.851100 2.277000 1.887000 1.730000 2.431716 0.844000 0.900000 0.900000 5258.910156 6.001211 11.637481 0.191105 1.49517e-11 0.889637 0 1 0 1 0 0 Gl81AB
8751 86.821182 -51.066711 19.440125 0.181000 3.300000 27321 3.850000 3.907700 3.669000 3.544000 3.526000 2.406505 0.171000 0.180000 0.180000 8229.198242 3.421475 9.975603 0.162469 1.74426e-11 1.88926 0 1 0 1 0 0 Gl219
8755 208.151703 -50.921604 17.079420 1.588000 6.100000 67742 7.370000 7.517700 5.782000 5.318000 5.190000 6.207634 0.891000 0.970000 0.970000 5003.672852 6.215794 0.392913 0.036701 4.42847e-10 0.843682 0 1 0 1 0 0 Gl531
8756 324.170227 -50.844902 14.619883 1.622000 6.200000 106696 7.140000 7.287300 5.518000 5.137000 4.970000 6.315280 0.879000 0.940000 0.940000 5053.709473 6.189454 0.348481 0.040378 4.9931e-10 0.851055 0 1 0 1 0 0 Gl833
8757 32.600006 -50.825314 10.782834 1.335000 6.000000 10138 6.120000 6.257100 4.785000 4.245000 4.125000 5.956335 0.812000 0.880000 0.880000 5206.841797 6.059064 0.460208 0.062914 3.7809e-10 0.872281 0 1 0 1 0 0 Gl86
8758 40.638161 -50.800827 17.167381 0.650000 5.300000 12653 5.400000 5.518000 4.750000 4.323000 4.138000 4.226480 0.561000 0.620000 0.620000 6044.981445 4.895472 1.939219 0.081117 8.97268e-11 1.14181 0 1 0 1 0 0 Gl108
8769 300.645111 -50.051781 11.799410 3.304000 -1.000000 98679 9.920000 8.758000 6.616000 6.050000 5.905000 9.560699 -100.000000 -100.000000 2.027485 3675.583740 7.079068 0.048273 0.018620 3.60453e-09 -100 0 1 0 1 1 0 Gl773.6
8772 50.820644 -49.992577 19.747236 1.995000 6.300000 15774 8.580000 8.696000 6.585000 6.054000 5.914000 7.102468 1.068000 1.130000 1.130000 4667.016113 6.368088 0.204900 0.022923 8.49195e-10 0.789574 0 1 0 1 1 0 Gl140.1A
8790 53.752434 -48.419888 13.607293 2.447999 6.700000 16711 8.570000 8.683500 6.122000 5.493000 5.338000 7.901141 1.310000 1.530000 1.530000 4183.157227 6.638947 0.136775 0.027179 1.27216e-09 0.676631 0 1 0 1 0 0 Gl146
8791 230.456558 -48.316959 14.812620 1.342000 5.200000 75181 5.650000 5.782100 4.308000 3.898000 4.159000 4.796841 0.639000 0.710000 0.710000 5809.108398 5.170892 1.176250 0.073218 1.47928e-10 1.03455 0 1 0 1 0 0 Gl582
8801 11.439308 -47.552177 15.158405 1.134000 5.500000 3583 5.800000 5.925100 4.666000 4.155000 4.298000 4.896733 0.635000 0.720000 0.720000 5751.592285 5.235509 1.079263 0.068535 1.61221e-10 1.0129 0 1 0 1 0 0 GJ1021
8804 327.065033 -47.302898 15.994882 0.850000 5.200000 107649 5.570000 5.698600 4.720000 4.306000 4.236000 4.550095 0.601000 0.660000 0.660000 5985.130371 4.954870 1.447294 0.075214 1.20224e-10 1.11257 0 1 0 1 0 0 Gl838
8811 109.373238 -46.980663 14.773231 1.730000 6.200000 35296 6.700000 7.137000 4.970000 4.469000 4.323000 5.852623 0.975000 1.050000 1.050000 4808.431152 6.300747 0.593977 0.052169 2.92941e-10 0.809776 0 1 0 1 1 0 Gl269B
8819 259.762299 -46.636501 8.786574 -100.000000 7.000000 84720 5.470000 5.662000 -100.000000 5.112000 4.856000 5.750902 0.764000 0.940000 0.940000 6481.038086 4.517036 0.459961 0.077186 3.78293e-10 1.30807 0 1 0 1 1 0 Gl666B
8823 304.905212 -46.427868 17.914726 2.205999 6.500000 100223 8.730000 8.843700 6.524000 5.999000 5.785000 7.463949 1.167000 1.300000 1.300000 4440.505859 6.529747 0.169621 0.022989 1.02582e-09 0.735126 0 1 0 1 0 0 Gl787
8825 182.480438 -46.208187 19.766752 2.019000 6.500000 59296 8.460000 8.590400 6.441000 5.913000 5.763000 6.980323 1.137000 1.200000 1.200000 4620.808105 6.390091 0.235897 0.024571 7.37611e-10 0.782973 0 1 0 1 0 0 Gl456.1A
8834 18.794033 -45.532097 15.114873 0.876000 4.800000 5862 4.970000 5.085400 4.094000 3.719000 3.782000 4.072977 0.571000 0.620000 0.620000 6166.485352 4.781683 2.210428 0.098363 7.87178e-11 1.1855 0 1 0 1 0 0 Gl55
8848 235.297989 -44.660561 17.436792 0.617000 4.500000 76829 4.640000 4.736700 4.023000 3.732000 3.802000 3.432667 0.413000 0.470000 0.470000 6811.636719 4.199256 3.813323 0.111992 4.56295e-11 1.44045 0 1 0 1 0 0 Gl594
8850 53.998833 -44.512638 3.676335 5.567000 7.500000 -100 13.090000 -100.000000 7.523000 7.015000 6.610000 15.262924 -100.000000 -100.000000 3.574229 2809.630859 7.535511 0.001269 0.009692 1.37067e-07 0.11 0 1 0 0 0 1 GJ1061
8852 175.262527 -44.405781 12.400794 1.978000 6.500000 56998 7.770000 7.896200 5.792000 5.273000 5.101000 7.302752 1.064000 1.180000 1.180000 4620.808105 6.390091 0.175287 0.033762 9.92657e-10 0.782973 0 1 0 1 0 0 Gl435
8865 105.989166 -43.608982 16.249594 1.155000 5.300000 34065 5.560000 5.703000 4.405000 3.990000 4.037000 4.505787 0.624000 0.730000 0.730000 5751.592285 5.235509 1.547055 0.076544 1.12472e-10 1.0129 0 1 0 1 1 0 Gl264.1A
8867 105.959572 -43.562294 17.415535 2.219000 6.500000 34052 8.670000 8.804100 6.451000 5.831000 5.704000 7.465316 1.180000 1.350000 1.350000 4396.540527 6.551730 0.174278 0.023971 9.98405e-10 0.724135 0 1 0 1 0 0 Gl264
8869 147.777832 -43.501637 11.158223 2.219000 6.500000 48331 7.670000 7.768500 5.451000 4.998000 4.717000 7.432025 1.156000 1.340000 1.340000 4440.505859 6.529747 0.174682 0.037457 9.96095e-10 0.735126 0 1 0 1 0 0 Gl370
8870 273.088684 -43.443832 13.104443 2.343000 6.700000 89211 8.380000 8.475700 6.037000 5.417000 5.241000 7.792907 1.297000 1.470000 1.470000 4309.911133 6.595044 0.136289 0.028172 1.2767e-09 0.702478 0 1 0 1 0 0 Gl707
8875 49.971771 -43.071548 6.043392 1.228000 5.800000 15510 4.260000 4.395000 3.032000 2.709000 2.636000 5.353597 0.711000 0.790000 0.790000 5418.260254 5.847826 0.740000 0.142343 2.35135e-10 0.97 0 1 0 1 0 1 Gl139
8883 239.420624 -42.623772 14.731880 2.028000 6.500000 78170 8.060000 8.184800 6.032000 5.452000 5.284000 7.218709 1.118000 1.240000 1.240000 4529.760254 6.470240 0.200717 0.030411 8.66894e-10 0.758928 0 1 0 1 0 0 Gl604
8896 11.450198 -41.909008 16.023073 1.808000 6.500000 3588 7.890000 8.477000 6.082000 5.449000 5.318000 6.866271 1.251000 1.420000 1.420000 4575.057617 6.424942 0.269697 0.032411 6.45169e-10 0.772517 0 1 0 1 1 0 Gl32A
8906 59.151386 -41.343796 17.758835 2.251000 6.500000 18450 8.850000 8.965800 6.599000 5.975000 5.837000 7.602928 1.214000 1.360000 1.360000 4396.540527 6.551730 0.153532 0.022064 1.13332e-09 0.724135 0 1 0 1 0 0 GJ1066
8918 176.634369 -40.501335 9.220840 0.959000 5.300000 57443 4.890000 5.021100 3.931000 3.490000 3.489000 5.066147 0.664000 0.730000 0.730000 5867.199707 5.112800 0.912963 0.103623 1.90588e-10 1.0636 0 1 0 1 0 0 Gl442A
8921 142.675476 -40.466888 18.556318 0.778000 4.200000 46651 3.600000 3.962000 2.822000 2.700000 2.673000 2.257541 0.371000 0.430000 0.430000 6811.636719 4.199256 11.255217 0.180794 1.54595e-11 1.44045 0 1 0 1 1 0 Gl351A
8927 50.896793 -40.076492 17.421602 1.567000 6.000000 15799 6.900000 7.045700 5.333000 4.948000 4.767000 5.694560 0.840000 0.880000 0.880000 5104.246582 6.150579 0.606306 0.044695 2.86984e-10 0.854942 0 1 0 1 0 0 GJ3222AB
8933 245.890747 -39.229488 13.157895 -0.566999 -1.000000 80300 11.010000 10.994200 11.577000 11.708000 11.768000 10.414068 -0.165000 -0.170000 -0.170000 22932.908203 2.130488 0.050866 0.017141 3.42073e-09 -100 0 1 0 1 0 0 Gl620.1B
8934 246.005142 -39.192989 12.777920 0.965000 5.300000 80337 5.370000 5.499400 4.405000 4.025000 3.933000 4.837699 0.625000 0.680000 0.680000 5867.199707 5.112800 1.126763 0.083072 1.54425e-10 1.0636 0 1 0 1 0 0 Gl620.1A
8941 130.826065 -38.883209 11.140820 1.643000 6.200000 42808 6.580000 6.721700 4.937000 4.441000 4.358000 6.345414 0.917000 0.970000 0.970000 4954.131348 6.237334 0.353721 0.053384 4.91912e-10 0.835066 0 1 0 1 0 0 Gl320
8942 319.323792 -38.864574 3.945707 2.624000 6.900000 105090 6.670000 6.753000 4.046000 3.256000 3.100000 8.689376 1.397000 1.770000 1.770000 3940.723389 6.819277 0.080748 0.072018 2.15485e-09 0.6 0 1 0 1 0 1 Gl825
8946 56.037575 -38.282475 16.028210 1.528000 6.100000 17439 6.990000 7.139300 5.462000 5.088000 4.934000 5.965575 0.870000 0.910000 0.910000 5155.289062 6.111316 0.463910 0.042494 3.75073e-10 0.858868 0 1 0 1 0 0 Gl152
8948 236.872543 -37.915791 15.353908 1.051000 5.600000 77358 6.010000 6.147900 4.959000 4.505000 4.323000 5.078906 0.715000 0.740000 0.740000 5527.167480 5.688054 0.951393 0.063527 1.8289e-10 0.961195 0 1 0 1 0 0 Gl599A
8951 286.719177 -37.809769 16.954901 0.894000 5.800000 93858 6.150000 6.289100 5.256000 4.742000 4.539000 5.003524 0.705000 0.730000 0.730000 5582.438965 5.593903 1.010990 0.059303 1.72109e-10 0.97061 0 1 0 1 0 0 Gl744
8966 286.604340 -37.062756 17.892288 1.063000 4.700000 93825 4.230000 5.032000 3.167000 2.893000 2.850000 2.966671 0.523000 0.590000 0.590000 6044.981445 4.895472 6.188005 0.139030 2.81189e-11 1.14181 0 1 0 1 1 0 Gl743.1A
8976 200.150269 -36.712082 18.021265 0.036000 3.200000 65109 2.750000 2.771700 2.714000 2.738000 2.757000 1.471074 0.068000 0.020000 0.020000 9459.251953 3.025928 27.273935 0.289793 6.37972e-12 2.27407 0 1 0 1 0 0 Gl508.1
8979 211.672180 -36.368694 18.034266 1.657000 6.000000 68933 2.060000 2.222600 0.403000 -0.199000 -0.274000 0.779508 1.011000 1.010000 1.010000 4856.515625 6.279776 62.186813 0.437271 2.79802e-12 0.81809 0 1 0 1 0 0 Gl539
8981 302.798370 -36.097385 6.014676 1.792000 6.250000 99461 5.310000 5.443200 3.518000 2.999000 3.008000 6.413939 0.868000 0.980000 0.980000 4905.080566 6.258661 0.339340 0.096851 5.1276e-10 0.82 0 1 0 1 0 1 Gl783AB
8982 271.598511 -36.019810 17.553099 1.105000 5.300000 88694 5.940000 6.065400 4.835000 4.614000 4.469000 4.718231 0.615000 0.680000 0.680000 5311.499023 5.935627 0.510000 0.040685 3.41176e-10 0.902875 0 1 0 1 0 0 Gl702.1
8987 346.446533 -35.856297 3.277829 3.002000 7.100000 114046 7.340000 7.418200 4.338000 3.608000 3.465000 9.762069 1.483000 2.020000 2.020000 3749.462891 7.035610 0.036721 0.058461 4.73849e-09 0.53 0 1 0 1 0 1 Gl887
9000 72.468124 -35.107353 17.746229 1.594000 6.200000 22451 7.490000 7.636000 5.896000 5.443000 5.334000 6.244469 0.901000 0.940000 0.940000 5053.709473 6.189454 0.371966 0.034367 4.67785e-10 0.851055 0 1 0 1 0 0 GJ3317
9002 259.734833 -34.989571 6.835737 2.007000 6.400000 84709 5.910000 6.019400 3.903000 3.230000 3.123000 6.736073 1.082000 1.210000 1.210000 4529.760254 6.470240 0.313067 0.081853 5.55791e-10 0.758928 0 1 0 1 0 0 Gl667AB
9003 290.373749 -34.983223 18.832392 1.161000 5.100000 95149 6.480000 6.614800 5.319000 5.050000 4.926000 5.105473 0.628000 0.690000 0.690000 5809.108398 5.170892 0.885211 0.049959 1.96563e-10 1.03455 0 1 0 1 0 0 Gl755
9008 118.065849 -34.706020 18.024513 0.844000 4.300000 38423 5.010000 5.161000 4.166000 3.778000 3.841000 3.730683 0.470000 0.560000 0.560000 6353.336426 4.592155 2.977236 0.095729 5.84435e-11 1.25549 0 1 0 1 1 0 Gl292A
9013 205.266769 -34.463753 15.654352 1.471000 6.100000 66765 6.920000 7.063600 5.449000 5.137000 4.929000 5.946825 0.855000 0.860000 0.860000 5206.841797 6.059064 0.464256 0.043526 3.74793e-10 0.872281 0 1 0 1 0 0 GJ1175
9014 252.542694 -34.292610 19.535065 1.868000 6.200000 82396 2.290000 2.453200 0.422000 -0.248000 -0.392000 0.835926 1.144000 1.100000 1.100000 4620.808105 6.390091 67.683197 0.421139 2.5708e-12 0.782973 0 1 0 1 0 0 Gl639.1
9016 116.396576 -34.176552 15.209126 0.882000 5.000000 37853 5.360000 5.475700 4.478000 3.908000 3.750000 4.449479 0.589000 0.700000 0.700000 5694.645996 5.308924 1.641808 0.084247 1.05981e-10 0.999108 0 1 0 1 0 0 Gl288A
9020 119.451660 -33.952927 18.501389 2.204000 6.500000 38910 8.830000 8.958900 6.626000 6.045000 5.909000 7.493979 1.136000 1.230000 1.230000 4484.911133 6.507545 0.160337 0.021643 1.08521e-09 0.746228 0 1 0 1 0 0 GJ1106
9029 206.423187 -33.043365 19.402407 0.645000 4.300000 67153 4.230000 4.319500 3.585000 3.347000 3.410000 2.790722 0.390000 0.440000 0.440000 6948.550293 4.137022 6.848447 0.134878 2.54072e-11 1.47779 0 1 0 1 0 0 Gl525.1
9038 173.624802 -32.833344 9.559316 1.176000 6.000000 56452 5.960000 6.102900 4.784000 4.138000 4.022000 6.057866 0.811000 0.880000 0.880000 5206.841797 6.059064 0.419123 0.067724 4.15153e-10 0.872281 0 1 0 1 0 0 Gl432A
9039 354.963379 -32.742664 18.570103 1.394000 6.100000 116763 7.180000 7.327400 5.786000 5.332000 5.265000 5.835928 0.802000 0.850000 0.850000 5258.910156 6.001211 0.506027 0.038307 3.43855e-10 0.889637 0 1 0 1 0 0 Gl902.1
9042 332.535339 -32.548439 18.278194 1.010000 4.600000 109422 4.940000 5.042800 3.930000 3.639000 3.704000 3.630334 0.489000 0.540000 0.540000 6290.432129 4.649568 3.282836 0.099127 5.30029e-11 1.23017 0 1 0 1 0 0 Gl849.1
9045 81.560699 -32.504543 17.771460 1.686000 6.200000 25421 7.700000 7.845900 6.014000 5.492000 5.386000 6.451385 0.946000 0.990000 0.990000 4905.080566 6.258661 0.327836 0.032219 5.30753e-10 0.826536 0 1 0 1 0 0 GJ1079
9049 206.925430 -32.429977 16.374653 1.797000 6.500000 67308 8.130000 8.905000 6.333000 5.725000 5.557000 7.059140 1.322000 1.380000 1.380000 4575.057617 6.424942 0.225802 0.029020 7.70586e-10 0.772517 0 1 0 1 1 0 GJ1177A
9052 142.617218 -32.104168 19.308746 1.818000 6.300000 46626 8.310000 8.452800 6.492000 5.975000 5.809000 6.881230 0.985000 1.030000 1.030000 4760.822754 6.323418 0.237149 0.025221 7.33714e-10 0.802975 0 1 0 1 0 0 GJ1126A
9057 344.099274 -31.565178 7.609192 1.947000 6.400000 113283 6.480000 6.602700 4.533000 3.804000 3.805000 7.073308 1.094000 1.200000 1.200000 4620.808105 6.390091 0.216535 0.061154 8.03565e-10 0.782973 0 1 0 1 0 0 Gl879
9058 128.217743 -31.502705 12.208522 1.047000 6.000000 41926 6.380000 6.519200 5.333000 4.763000 4.438000 5.946685 0.780000 0.840000 0.840000 5258.910156 6.001211 0.456953 0.055370 3.80783e-10 0.889637 0 1 0 1 0 0 Gl309
9060 299.153107 -31.335394 19.043991 1.886000 6.300000 98130 8.420000 8.552400 6.534000 6.013000 5.869000 7.021210 1.025000 1.070000 1.070000 4713.686035 6.345864 0.214585 0.024324 8.10867e-10 0.796241 0 1 0 1 0 0 GJ1246
9063 90.082512 -31.031181 16.393442 2.191000 6.300000 28442 7.850000 7.997500 5.659000 5.070000 4.902000 6.776649 1.137000 1.230000 1.230000 4440.505859 6.529747 0.319447 0.034477 5.44691e-10 0.735126 0 1 0 1 0 0 Gl225.2ABC
9068 306.934387 -30.866577 19.523624 1.248000 5.600000 100925 6.610000 6.756500 5.362000 5.067000 4.915000 5.157198 0.724000 0.760000 0.760000 5582.438965 5.593903 0.877560 0.047982 1.98277e-10 0.97061 0 1 0 1 0 0 Gl790
9074 13.252981 -30.356991 14.172336 1.613000 6.200000 4148 7.150000 7.302900 5.537000 5.049000 4.894000 6.392793 0.936000 1.000000 1.000000 4954.131348 6.237334 0.338618 0.041059 5.13854e-10 0.835066 0 1 0 1 0 0 Gl42
9075 176.816620 -30.285957 17.473352 1.263000 5.500000 57507 6.480000 6.610200 5.217000 4.935000 4.798000 5.268119 0.681000 0.740000 0.740000 5582.438965 5.593903 0.792335 0.050942 2.19604e-10 0.97061 0 1 0 1 0 0 Gl446
9076 302.737823 -30.217901 16.369291 -0.403000 -1.000000 99438 12.180000 12.313400 12.583000 12.641000 12.698000 11.109851 0.070000 0.080000 0.080000 14949.959961 2.562503 0.009953 0.006095 1.74821e-08 -100 0 1 0 1 0 0 GJ2147
9080 337.312866 -30.016432 16.061676 1.881000 6.400000 110996 7.650000 7.784300 5.769000 5.285000 5.115000 6.621046 1.080000 1.130000 1.130000 4713.686035 6.345864 0.310217 0.034677 5.60898e-10 0.796241 0 1 0 1 0 0 Gl862
9086 340.179688 -29.674438 13.550136 2.057000 6.400000 111960 7.830000 7.956600 5.773000 5.261000 5.039000 7.170282 1.143000 1.250000 1.250000 4529.760254 6.470240 0.209872 0.033809 8.29077e-10 0.758928 0 1 0 1 0 0 Gl868
9088 344.411774 -29.621838 7.703567 0.133000 3.300000 113368 1.170000 1.180800 1.037000 0.937000 0.945000 1.736541 0.145000 0.160000 0.160000 8478.551758 3.325517 18.782019 0.562574 9.26418e-12 1.96703 0 1 0 1 0 0 Gl881
9096 48.017834 -28.989107 14.112334 1.228000 4.800000 14879 3.800000 4.040000 2.572000 2.317000 2.238000 3.052006 0.543000 0.630000 0.630000 5867.199707 5.112800 5.835925 0.171181 2.98153e-11 1.0636 0 1 0 1 1 0 Gl127A
9102 256.115784 -28.582024 17.838030 1.365000 6.100000 83541 6.590000 6.725800 5.225000 4.955000 4.758000 5.333266 0.814000 0.820000 0.820000 5364.614258 5.883591 0.784275 0.049646 2.21861e-10 0.914923 0 1 0 1 0 0 Gl652
9103 73.924110 -28.563360 17.885887 1.940000 6.300000 22907 8.130000 8.260700 6.190000 5.686000 5.545000 6.867448 1.072000 1.140000 1.140000 4667.016113 6.368088 0.254419 0.028201 6.8391e-10 0.789574 0 1 0 1 0 0 GJ2037
9111 224.159424 -28.163500 6.557807 7.084999 7.700000 -100 17.049999 -100.000000 9.965000 9.315000 8.928000 17.966206 -100.000000 -100.000000 4.114000 2700.000000 7.600000 0.000149 0.001859 1.1712e-06 0.08 0 1 0 0 0 1 GJ3877
9123 179.487167 -27.705536 10.157440 1.998000 6.400000 58345 6.990000 7.098600 4.992000 4.617000 4.525000 6.956079 1.128000 1.220000 1.220000 4713.686035 6.345864 0.227852 0.046994 7.63655e-10 0.796241 0 1 0 1 0 0 Gl453
9138 303.819061 -27.032536 8.911068 1.618000 6.300000 99825 5.730000 5.877900 4.112000 3.582000 3.501000 5.980351 0.878000 0.930000 0.930000 4954.131348 6.237334 0.495093 0.078961 3.51449e-10 0.835066 0 1 0 1 0 0 Gl785
9140 6.106239 -27.026976 18.224895 1.723000 6.200000 1936 7.920000 8.061600 6.197000 5.707000 5.559000 6.616675 0.940000 0.990000 0.990000 4856.515625 6.279776 0.287628 0.029427 6.04948e-10 0.81809 0 1 0 1 0 0 Gl18
9150 258.837402 -26.602833 5.948133 2.562000 6.000000 -100 5.080000 -100.000000 2.518000 2.013000 1.840000 6.208097 -100.000000 -100.000000 0.906267 5104.246582 6.150579 0.400000 0.106328 4.35e-10 0.85 0 1 0 0 0 1 Gl663B
9151 258.837952 -26.598911 5.948133 2.552000 6.150000 84405 5.070000 5.223000 2.518000 2.013000 1.840000 6.198097 0.855000 0.920000 0.920000 4856.515625 6.279776 0.330000 0.096578 5.27273e-10 0.85 0 1 0 1 1 1 Gl663A
9152 259.056976 -26.543417 5.948133 2.165000 6.500000 84478 6.320000 6.440800 4.155000 -100.000000 3.466000 7.448097 1.144000 1.280000 1.280000 4484.911133 6.507545 0.167258 0.068756 1.04031e-09 0.71 0 1 0 1 0 1 Gl664
9155 48.685345 -26.446487 19.168104 2.310000 6.500000 15095 9.170000 9.269000 6.860000 6.267000 6.067000 7.757104 1.235000 1.400000 1.400000 4353.010254 6.573495 0.136998 0.019310 1.27009e-09 0.713253 0 1 0 1 0 0 Gl131
